"Table S4: Distance matrix of complete NIRVS sequences, in organisms with multiple identified NIRVS. The ID of the NIRVS (genomic chromosome/scaffold_x) corresponds to those listed in Table S2. Nucleotide distances (% identity) based on ClustalW alignment implemented in Geneious (v10.2.3). Distances >98% are highlighted in green.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRVS ID,NC_035107_42,NC_035107_70,NC_035108_26,NC_035107_31,NC_035107_44,NC_035107_12,NC_035107_1,NC_035109_1,NC_035108_58,NC_035109_50,NC_035109_63,NC_035107_62,NC_035109_61,NC_035109_60,NC_035109_55,NC_035108_70,NC_035109_54,NC_035107_3,NC_035107_6,NC_035107_54,NC_035108_56,NC_035107_18,NC_035108_69,NC_035109_62,NC_035109_51,NC_035107_7,NC_035107_65,NC_035107_52,NC_035108_68,NC_035108_67,NC_035108_5,NC_035108_66,NC_035107_29,NC_035107_41,NC_035107_66,NC_035107_45,NC_035109_65,NC_035109_85,NC_035109_86,NC_035109_87,NC_035108_76,NC_035109_88,NC_035108_77,NC_035107_23,NC_035107_63,NC_035108_80,NC_035107_25,NC_035108_24,NC_035108_23,NC_035107_69,NC_035109_32,NC_035107_61,NC_035109_22,NC_035109_21,NC_035109_27,NC_035109_28,NC_035109_26,NC_035107_8,NC_035109_33,NW_018736686_3,NC_035109_49,NC_035109_66,NC_035109_45,NC_035109_25,NC_035109_24,NC_035109_20,NC_035109_53,NC_035109_44,NC_035108_34,NC_035109_11,NC_035109_12,NC_035107_33,NC_035109_31,NC_035109_30,NC_035107_32,NC_035109_23,NC_035109_29,NC_035108_81,NC_035108_83,NC_035108_86,NC_035108_87,NC_035108_88,NC_035108_89,NC_035107_10,NC_035108_22,NC_035108_21,NC_035108_20,NC_035108_19,NC_035108_18,NC_035109_40,NC_035107_26,NC_035107_28,NC_035107_4,NC_035108_50,NC_035108_37,NC_035108_45,NC_035109_37,NC_035107_19,NC_035107_20,NC_035108_36,NC_035107_46,NC_035108_35,NC_035109_39,NC_035107_11,NC_035109_47,NC_035107_49,NC_035107_30,NC_035108_32,NC_035108_29,NC_035109_7,NC_035109_8,NC_035109_9,NC_035109_10,NC_035108_11,NC_035108_9,NC_035108_52,NC_035108_8,NC_035109_16,NC_035109_14,NC_035109_13,NC_035109_15,NC_035108_6,NC_035108_7,NW_018734985_2,NW_018734985_1,NC_035107_27,NC_035108_73,NC_035109_83,NC_035109_82,NC_035109_74,NC_035109_71,NC_035109_67,NC_035109_75,NC_035109_81,NC_035109_79,NC_035109_76,NC_035109_77,NC_035109_72,NC_035109_73,NC_035109_69,NC_035109_78,NC_035109_84,NC_035109_80,NC_035109_68,NC_035109_70,NC_035108_75,NC_035108_78,NC_035108_74,NC_035109_17,NC_035109_18,NC_035109_3,NW_018736689,NC_035109_4,NC_035109_59,NW_018735670_3,NW_018735421_2,NW_018736212,NC_035107_47,NC_035108_64,NC_035109_56,NW_018735670_1,NC_035108_65,NW_018736703,NW_018734587,NC_035108_57,NC_035108_3,NC_035107_59,NC_035108_55,NC_035107_16,NC_035107_68,NW_018736214,NC_035108_2,NC_035108_71,NC_035108_54,NC_035108_59,NC_035109_57,NC_035107_9,NW_018736262,NC_035108_4,NC_035108_62,NC_035108_60,NC_035108_63,NC_035109_52,NW_018735421_1,NC_035109_58,NW_018735670_2,NW_018735421_3,NC_035107_67,NC_035107_21,NW_018736442_1,NC_035109_38,NC_035108_40,NW_018736442_2,NW_018736442_3,NW_018736357,NC_035109_48,NW_018734666,NC_035108_43,NC_035108_44,NC_035108_79,NC_035108_42,NC_035108_41,NC_035108_39,NC_035108_84,NC_035108_33,NC_035107_14,NC_035109_46,NC_035107_48,NC_035108_46,NC_035108_90,NC_035108_91,NC_035108_82,NC_035108_48,NC_035108_49,NC_035107_13,NC_035107_36,NC_035107_35,NC_035109_36,NC_035107_40,NC_035107_2,NC_035107_43,NC_035107_39,NC_035107_64,NC_035107_56,NC_035107_57,NC_035107_58,NC_035107_38,NC_035107_37,NC_035108_51,NC_035108_53,NC_035109_43,NC_035108_30,NC_035108_31,NC_035107_50,NW_018736113_2,NC_035107_34,NW_018736113_1,NC_035109_42,NC_035109_41,NC_035108_47,NC_035107_55,NC_035108_92,NC_035108_28,NW_018736686_2,NC_035107_22,NC_035108_17,NC_035108_16,NC_035107_53,NC_035108_85,NC_035107_51,NC_035108_38,NC_035109_5,NC_035109_6,NC_035108_12,NC_035107_60,NC_035109_2,NC_035107_15,NC_035108_27,NC_035108_61,NW_018736686_1,NC_035109_34,NC_035107_24,NC_035108_1,NW_018735537_1,NC_035109_64,NC_035108_25,NC_035108_10,NC_035108_13,NW_018735537_2,NC_035108_14,NC_035107_5,NC_035107_17,NC_035108_93,NC_035109_19,NC_035108_72,NC_035109_35,NC_035108_15
NC_035109_8,25.926,23.327,25.253,21.448,23.455,26,0,25.216,24.585,24.689,24.689,24.481,24.896,24.481,24.481,21.723,21.839,25.207,26.037,22.822,22.925,25.207,25.519,24.793,23.913,22.344,21.599,22.072,20.791,21.954,18.028,19.874,20.517,21.257,15.625,21.494,20.457,23.064,23.737,23.583,22.204,22.204,22.045,24.746,24.746,24.757,22.367,23.729,24.279,23.95,25.182,24.946,24.899,26.954,24.142,24.142,23.889,22.118,22,26.194,25.061,20.876,23.237,22.892,22.314,22.436,22.581,23.485,22.689,22.559,23.509,25.54,23.859,23.877,23.663,24.378,23.906,25.422,25.422,25.422,25.422,25.422,25.422,26.101,26.41,25.221,26.683,25.026,24.816,20.187,28.849,28.158,27.918,26.295,28.483,27.964,25.086,29.964,28.812,27.086,25.657,28.608,28.325,27.024,25.182,24.913,24.471,25.84,26.05,100,,40.504,40.504,24.7,23.67,23.045,0,22.935,22.935,21.391,21.887,18.512,23.37,23.339,23.449,24.052,23.606,26.094,25.617,25.617,24.074,25.617,25.463,25.463,25,25.309,25.463,24.347,24.656,24.518,24.38,24.242,25.687,23.789,23.942,25.198,25.198,25.198,21.667,21.667,24.274,24.675,24.96,24.059,24.183,20.134,21.875,23.373,21.311,22.948,24.077,0,21.354,21.354,21.354,0,21.25,21.25,21.25,21.429,23.904,23.881,21.68,22.396,22.396,22.396,22.396,22.396,0,22.026,22.997,23.041,29.032,0,25.49,22.981,24.037,26.225,23.952,27.193,24.807,25.217,25.843,26.923,24.497,26.656,25.029,23.676,23.676,20.788,23.864,23.729,31.25,19.231,22.188,23.542,22.416,22.789,23.517,22.818,22.818,22.818,25.381,25.055,24.57,24.447,26.104,23.397,22.262,22.941,22.941,22.941,22.836,22.941,22.941,22.941,22.941,23.605,22.418,22.732,23.542,22.002,21.064,23.067,24.825,23.752,22.543,18.883,22.041,21.789,21.411,25.217,24.151,22.269,27.407,20.444,24.059,27.411,25.935,23.6,27.692,26.154,25.926,28.777,23.93,27.365,23.422,23.086,22.969,18.919,25.234,24.318,22.774,25.048,24.76,24.405,25.6,24.922,21.544,27.027,21.454,24.552,22.284,22.863,25.155,24.826,23.433
NC_035109_9,19.892,23.153,28.571,23.611,23.736,18,0,23.244,23.573,23.573,23.665,23.481,23.665,23.481,23.941,23.221,21.125,24.309,22.652,23.112,23.297,23.481,23.389,23.941,22.437,23.443,23.687,22.973,20.924,23.893,19.221,22.374,23.928,23.239,20.833,23.78,23.594,25.473,26.034,26.34,24.92,24.92,24.92,24.907,24.907,25.73,25.694,24.382,24.118,25.568,26.248,25.291,23.843,24.645,25.49,25.556,22.838,22.367,23.097,26.853,26.284,23.057,22.928,24.9,23.789,24.872,24.549,25.127,26.371,25.758,26.824,29.496,25.875,24.785,24.861,25.961,30.64,26.7,26.7,26.7,26.7,26.7,26.7,29.727,26.359,25.301,27.163,26.428,26.617,23.091,29.42,28.527,29.937,27.209,32.209,25.982,26.817,28.655,27.829,27.934,26.531,25.441,30.703,27.654,30.288,27.746,27.586,27.017,27.058,40.655,40.504,,100,25.939,26.457,26.015,0,25.627,25.845,25.433,25.457,20.584,23.395,25.254,24.096,22.618,22.235,24.623,24.731,24.731,24.242,24.731,24.424,24.27,24.27,24.578,24.578,24.11,24.28,24.28,24.417,24.143,24.759,23.972,23.847,26.183,26.183,26.183,21.749,21.749,22.487,22.607,20.541,22.586,22.386,24.161,21.379,23.826,26.25,23.243,26.293,66.667,24.033,24.033,24.125,22.549,24.954,24.954,25.138,24.651,25.329,25.212,24.954,23.297,23.297,23.297,23.297,23.297,25,22.363,23.204,22.55,26.432,50,22.807,21.607,23.613,19.853,22.965,26.316,23.295,24.718,24.225,22.41,21.542,23.539,24.869,23.339,23.339,21.639,24.309,23.84,22.951,19.291,22.97,24.446,24.264,25.092,25.554,21.996,21.996,21.904,29.442,26.582,23.942,23.832,25.636,23.638,22.054,23.638,23.638,23.638,23.546,23.73,23.616,23.73,23.638,22.618,22.772,22.938,24.242,22.877,24.284,24.522,24.694,24.254,22.18,23.029,21.477,22.509,23.062,21.739,25.065,22.785,28.148,21.429,25.403,26.904,23.364,24.498,25.769,28.462,25.926,26.978,25.351,23.649,25.748,23.82,21.289,21.622,25.935,28.409,23.14,22.351,27.491,26.263,23.8,25.161,23.16,27.207,21.336,23.774,25.572,26.698,26.19,24.686,22.374
NC_035109_10,19.892,23.153,28.571,23.611,23.736,18,0,23.244,23.573,23.573,23.665,23.481,23.665,23.481,23.941,23.221,21.125,24.309,22.652,23.112,23.297,23.481,23.389,23.941,22.437,23.443,23.687,22.973,20.924,23.893,19.221,22.374,23.928,23.239,20.833,23.78,23.594,25.473,26.034,26.34,24.92,24.92,24.92,24.907,24.907,25.73,25.694,24.382,24.118,25.568,26.248,25.291,23.843,24.645,25.49,25.556,22.838,22.367,23.097,26.853,26.284,23.057,22.928,24.9,23.789,24.872,24.549,25.127,26.371,25.758,26.824,29.496,25.875,24.785,24.861,25.961,30.64,26.7,26.7,26.7,26.7,26.7,26.7,29.727,26.359,25.301,27.163,26.428,26.617,23.091,29.42,28.527,29.937,27.209,32.209,25.982,26.817,28.655,27.829,27.934,26.531,25.441,30.703,27.654,30.288,27.746,27.586,27.017,27.058,40.655,40.504,100,,25.939,26.457,26.015,0,25.627,25.845,25.433,25.457,20.584,23.395,25.254,24.096,22.618,22.235,24.623,24.731,24.731,24.242,24.731,24.424,24.27,24.27,24.578,24.578,24.11,24.28,24.28,24.417,24.143,24.759,23.972,23.847,26.183,26.183,26.183,21.749,21.749,22.487,22.607,20.541,22.586,22.386,24.161,21.379,23.826,26.25,23.243,26.293,66.667,24.033,24.033,24.125,22.549,24.954,24.954,25.138,24.651,25.329,25.212,24.954,23.297,23.297,23.297,23.297,23.297,25,22.363,23.204,22.55,26.432,50,22.807,21.607,23.613,19.853,22.965,26.316,23.295,24.718,24.225,22.41,21.542,23.539,24.869,23.339,23.339,21.639,24.309,23.84,22.951,19.291,22.97,24.446,24.264,25.092,25.554,21.996,21.996,21.904,29.442,26.582,23.942,23.832,25.636,23.638,22.054,23.638,23.638,23.638,23.546,23.73,23.616,23.73,23.638,22.618,22.772,22.938,24.242,22.877,24.284,24.522,24.694,24.254,22.18,23.029,21.477,22.509,23.062,21.739,25.065,22.785,28.148,21.429,25.403,26.904,23.364,24.498,25.769,28.462,25.926,26.978,25.351,23.649,25.748,23.82,21.289,21.622,25.935,28.409,23.14,22.351,27.491,26.263,23.8,25.161,23.16,27.207,21.336,23.774,25.572,26.698,26.19,24.686,22.374
NC_035108_11,21.164,26.347,17.172,21.667,23.048,29,0,19.477,21.124,21.295,21.124,21.124,21.295,21.124,20.784,22.059,16.894,20.273,19.25,21.295,21.295,21.806,21.806,21.465,21.538,24.031,22.658,22.857,21.806,21.465,18.444,20.964,21.696,22.642,19.231,20.696,21.976,24.227,24.528,24.014,23.842,23.842,24.014,23.169,23.169,23.292,24.702,21.065,22.564,23.59,23.932,23.419,22.201,23.855,24.274,24.274,23.379,25.427,24.915,22.909,22.487,19.897,23.208,24.872,24.361,24.532,18.996,20.282,23.617,22.97,22.014,26.154,25.085,24.915,24.181,25.256,19.853,21.739,21.739,21.739,21.739,21.739,21.739,22.069,23.023,22.783,22.957,22.261,22.087,18.6,25,25.517,24.528,25.232,26.316,26.284,25.345,25.345,25.345,26.379,24.31,22.864,26.358,26.724,25.397,22.241,21.897,23.621,23.702,24.7,24.7,25.939,25.939,,98.571,99.643,0,36.348,36.702,36.051,36.348,32.368,31.56,26.097,26.233,30.41,29.889,29.249,29.249,29.447,30.298,29.447,29.842,29.644,29.842,29.644,29.447,30.473,30.298,30.648,30.298,30.473,29.35,30.648,30.473,28.931,28.931,28.931,24.265,24.265,24.018,22.917,26.145,24.353,24.353,26.846,29.07,25.554,0,28.571,26.59,0,26.235,26.235,26.235,0,25.085,25.085,25.085,0,23.077,23.698,27.257,26.065,26.065,26.065,25.894,25.894,0,21.29,21.806,20.714,0,0,23.392,23.169,23.836,20.343,22.701,22.807,24.702,23.077,23.197,22.443,24.361,22.263,25.213,24.702,24.702,22.742,22.973,20.954,0,7.895,23.891,26.405,24.953,24.532,25.383,23.671,23.671,23.499,20.305,20.875,25.554,25.554,21.765,24.361,27.405,25.383,25.383,25.383,25.554,25.383,25.383,25.213,25.554,25.383,25.724,25.554,23.133,22.487,23.169,23.85,25.954,28.438,26.36,29.012,28.986,30.18,28.415,25.652,25.894,21.849,24.444,25.893,24.958,17.259,25.635,26,23.846,25,25.556,25.899,20.102,27.027,24.213,22.335,22.409,21.196,24.065,24.138,23.651,24.842,26.102,19.492,24.248,24.068,22.658,24.497,23.986,24.958,24.365,24.242,27.825,24.908,24.497
NC_035108_9,21.164,24.837,18.182,22.222,22.472,30,0,21.008,21.221,21.29,21.221,21.151,21.359,21.588,21.359,21.536,20.043,22.636,20.785,22.018,21.64,22.79,22.721,22.721,22.685,23.077,24.713,21.171,20.659,23.825,21.371,24.02,22.757,24.647,20.833,20.396,24.654,24.055,22.324,21.865,22.648,22.648,22.807,22.112,22.236,21.806,23.318,22.607,22.524,22.134,24.103,23.379,22.995,23.645,24.324,24.321,22.506,25.726,25.033,21.488,21.128,19.897,22.099,23.963,23.743,23.462,19.713,19.444,23.739,22.054,21.734,25.18,23.761,22.198,24.518,24.238,19.932,21.761,21.761,21.761,21.761,21.761,21.761,22.419,21.596,22.013,22.843,23.408,24.172,17.877,23.358,23.199,24.295,24.58,26.38,25.982,24.837,23.357,24.204,26.531,24.037,23.116,25.386,24.743,26.202,22.071,21.839,23.258,23.597,23.61,23.67,26.457,26.457,98.571,,93.587,84.646,35.081,35.242,36.151,33.827,30.154,32.192,26.389,26.154,28.571,28.821,26.93,27.316,27.473,28.054,27.473,27.63,27.473,27.316,27.63,27.473,28.252,28.112,28.392,28.112,28.392,27.138,28.075,28.188,27.258,27.258,27.258,24.213,24.213,24.696,22.978,24.55,22.586,22.549,26.846,25.463,23.322,24.675,26.449,25.541,0,24.623,24.691,24.569,24.262,23.473,23.473,23.542,22.789,22.222,23.551,24.307,24.464,24.535,24.464,24.392,24.392,22.146,24.525,24.858,24.459,25.295,26.457,23.392,22.361,24.223,19.853,21.898,23.684,23.492,24.894,23.315,23.077,23.028,20.787,24.304,25,25.042,24.524,23.462,22.336,24.033,20,24.76,26,24.948,25.113,25.946,23.983,23.983,23.959,20.305,23.567,25.211,25.54,23.633,24.739,26.169,25.49,25.49,25.49,25.572,25.572,25.635,25.408,25.49,24.449,26.264,25.641,24.622,24.525,24.918,24.46,27.051,26.892,25.822,25.508,24.087,26.75,25.953,25.217,24.25,22.269,23.704,25.446,22.849,16.751,24.533,25.6,23.846,24.615,25.556,26.259,21.791,27.027,23.09,22.425,23.249,21.892,24.065,23.864,24.066,23.699,25.93,23.05,23.952,22.657,21.544,24.324,24.385,24.52,24.752,25.047,26.947,23.71,25.163
NC_035108_52,21.164,25.654,17.172,21.667,23.315,29,18.795,21.911,20.199,20.246,20.199,20.199,20.388,20.442,20.336,21.91,19.043,21.077,19.587,20.361,20.096,21.515,21.469,21.463,23.893,26.007,25.907,21.622,19.798,22.868,21.063,24.804,23.407,25.212,19.792,21.461,25.134,24.055,24.159,23.7,23.445,23.445,23.604,22.944,23.052,23.194,24.481,22.755,23.285,23.696,24.69,23.777,23.356,24.078,24.848,24.95,23.392,26.874,25.433,21.875,22.308,19.638,23.343,24.766,24.395,24.359,18.996,19.444,23.319,23.569,23.032,25.899,25.578,24.589,25.482,25.843,22.559,23.388,23.388,23.388,23.388,23.388,23.388,24.222,23.109,23.673,23.815,23.268,25.102,19.852,23.723,23.667,24.922,25.105,27.607,26.284,25.302,23.603,24.345,27.168,24.58,22.864,26.587,25.504,27.885,23.477,21.977,23.223,23.058,22.98,23.045,26.015,26.015,99.643,93.587,,84.843,35.565,35.726,36.871,34.771,30.741,32.775,27.778,27.385,29.231,29.694,27.959,28.257,28.414,28.591,28.414,28.728,28.571,28.414,28.571,28.414,29.091,28.951,29.231,28.951,29.091,28.289,28.654,28.725,28.387,28.387,28.387,24.213,24.213,24.698,23.253,25,22.913,23.039,26.846,24.531,23.642,23.055,23.782,26.105,19.76,25.424,25.519,25.394,24.262,24.087,24.14,24.193,22.619,22.732,23.827,25.406,24.663,24.714,24.611,24.598,24.598,22.146,25,25.248,24.953,25.801,26.906,23.392,23.098,24.903,20.098,22.482,22.807,24.262,25.033,23.315,23.077,23.935,21.417,24.496,25.674,25.728,24.696,23.748,22.43,24.033,20.548,25.348,26.406,25.783,25.243,26.04,24.215,24.215,24.29,20.305,23.984,27.262,27.378,25.977,26.754,26.768,26.257,26.257,26.257,26.327,26.327,26.327,26.187,26.397,25.714,26.894,26.883,24.622,25.435,25.645,25.455,27.051,28.032,26.277,26.568,24.865,27.64,26.647,25.652,25.554,21.849,24.444,25.446,24.328,17.259,25.467,26.4,23.846,25.385,25.926,25.899,22.33,27.027,24.585,22.639,22.409,21.081,24.065,24.318,23.651,23.892,26.17,23.15,24.351,23.473,22.801,24.324,26.026,25.16,24.827,25.189,26.028,24.407,26.42
NC_035108_8,0,0,0,0,0,0,0,0,20.763,20.763,20.763,20.763,21.186,23.239,23.308,0,19.271,19.342,21.862,22.368,20,22.727,22.727,22.314,24.762,0,0,0,0,34.545,24.194,27.5,0,26.136,0,0,21.739,0,0,0,0,0,0,0,0,0,0,0,0,0,30.247,26.531,22.5,22.5,28.421,28.758,0,26.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.646,84.843,,37.946,37.946,0,0,31.496,34.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.968,28.968,28.807,28.514,24.603,24.603,25,22,22,24.419,24.378,28.125,28.125,28.125,28.125,28.125,22.222,23.232,24.378,23.383,25.103,20.833,0,0,0,0,0,0,0,0,0,0,16.129,0,0,0,0,0,31.25,29.412,25,0,31.915,34.091,0,0,25.806,0,0,0,0,0,0,0,0,0,60,30,30,30,30,30,30.357,30,30,0,0,0,0,0,30,0,0,0,0,0,25,0,28.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.075,0,22.222,0,0,0,0,0,0,25.787,0,0
NC_035109_16,23.81,23.203,27.273,24.167,24.438,26,0,22.506,23.636,23.715,23.715,23.636,23.636,24.429,24.276,23.596,22.539,24.645,23.953,25.482,25.138,23.162,23.241,22.925,24.731,19.424,22.386,19.13,21.021,21.024,19.646,22.941,21.847,23.801,20.69,23.583,22.18,22.337,22.171,22.63,23.285,23.285,23.445,20.905,20.905,20.972,23.352,22.624,22.482,22.649,22.795,22.943,21.453,21.878,22.943,22.943,23.262,24.822,22.151,24.342,24.478,17.829,26.945,21.089,22.052,20.81,19.713,21.465,21.218,22.391,21.823,22.927,22.894,22.775,22.805,22.951,25.253,23.758,23.758,23.879,23.879,23.879,23.879,25.527,24.69,25,25.944,23.626,23.028,23.507,23.752,23.932,23.077,26.814,28.221,25.228,24.826,25.802,26.259,26.38,24.903,23.929,25.773,26.298,21.635,22.861,23.153,22.768,22.034,22.935,22.935,25.627,25.627,36.348,35.081,35.565,37.946,,99.178,98.708,98.097,64.195,71.323,32.692,31.889,27.925,29.934,35.233,35.703,35.861,35.734,36.019,36.177,36.177,35.861,36.177,36.019,36.158,36.158,36.158,36.017,35.876,36.921,35.474,36.017,32.955,32.955,32.955,24.265,24.265,22.798,24.783,25.203,25.212,25.212,23.81,24.627,24.597,0,25.907,26.087,0,24.446,24.367,24.367,22.717,23.655,23.655,23.813,21.886,23.141,23.333,24.738,24.513,24.513,24.513,24.351,24.351,24.543,23.167,23.145,23.424,24.042,20.721,25.44,24.852,26.132,23.892,25.676,28.07,25.26,24.309,20.973,21.823,22.46,23.937,25.174,24.297,24.655,21.429,24.177,24.148,22.099,7.317,24.539,25.783,25.783,25.772,25.996,24.213,24.213,24.284,24.873,23.779,24.03,24.03,24.571,23.639,23.99,23.468,23.563,23.563,23.563,23.468,23.61,23.468,23.657,24.557,25.977,25.169,24.706,23.804,23.751,22.504,22.659,25.249,23.451,24.723,23.108,22.981,22.108,26.087,23.77,27.311,20,20.982,24.28,23.858,25.467,29.6,23.077,29.231,27.778,21.223,24.849,23.311,26.578,27.315,25.07,24.054,25.935,26.818,26.141,25.626,23.259,25.374,24.75,24.929,23.878,21.441,24.189,26.037,23.574,25.799,25.708,25.941,24.434
NC_035109_14,23.81,23.203,27.273,24.167,24.298,26,0,22.506,23.557,23.636,23.636,23.557,23.557,24.345,24.191,23.783,22.484,24.803,23.953,25.398,25.059,23.32,23.399,23.083,24.731,18.705,22.5,18.261,20.871,20.841,19.745,23.137,21.847,24.083,20.455,23.853,22.556,22.337,22.324,22.783,23.445,23.445,23.604,21.061,21.061,21.528,23.926,23.077,23.066,23.179,23.045,23.022,21.537,21.961,22.943,22.943,23.135,24.98,22.472,24.342,24.478,17.829,26.657,21.089,22.052,20.95,19.713,21.465,21.218,22.391,21.823,23.902,23.326,22.906,23.019,23.315,24.916,23.758,23.758,23.879,23.879,23.879,23.879,25.293,24.966,25.26,26.309,23.977,23.344,23.507,23.873,24.032,23.077,26.919,28.528,24.924,24.926,25.51,26.152,26.11,24.903,23.678,25.773,26.409,22.115,23.142,23.011,22.545,22.147,22.935,22.935,25.845,25.845,36.702,35.242,35.726,37.946,99.178,,99.631,98.829,64.293,71.569,32.692,31.889,28.035,30.044,35.406,35.703,35.861,36.017,36.019,36.177,36.177,35.861,36.177,36.019,36.441,36.441,36.441,36.299,36.158,36.921,35.933,36.299,33.117,33.117,33.117,24.265,24.265,23.143,25.072,25.366,25,25,23.81,25,24.89,0,25.907,26.087,0,24.13,24.051,24.051,22.717,23.497,23.497,23.655,21.886,23.037,23.333,24.577,24.351,24.351,24.351,24.188,24.188,24.543,22.805,22.903,23.142,24.042,20.721,25.44,24.852,25.873,23.645,26.062,28.07,25.13,24.494,20.973,21.823,22.46,23.622,24.975,24.096,24.458,21.429,24.034,24.053,22.099,7.059,24.563,25.875,25.783,25.772,25.996,24.311,24.311,24.383,24.365,24.104,24.328,24.328,25.143,23.926,23.99,23.563,23.657,23.657,23.657,23.563,23.701,23.563,23.751,24.937,26.207,25.393,25.412,24.282,24.222,22.951,23.034,25.249,23.694,25.092,23.514,23.137,22.108,26.087,23.77,27.311,20,20.982,24.28,23.858,25.467,29.6,23.077,29.231,27.778,21.223,24.97,23.311,26.08,27.662,25.07,24.054,25.935,26.818,25.934,25.626,23.259,25.532,24.551,24.553,23.519,21.441,24.189,26.382,23.466,25.799,25.472,25.662,24.811
NC_035109_13,24.339,25.776,27.273,24.642,22.417,26,0,22.118,23.875,24.048,24.048,23.875,23.875,23.875,24.048,22.198,19.411,23.834,25.087,25.087,25.087,22.664,22.664,22.318,26.23,18.045,21.762,18.349,22.453,22.625,20.227,22.829,22.108,23.938,17.073,24.107,21.28,21.891,22.067,22.417,23.993,23.993,24.168,21.416,21.416,21.288,23.489,22.477,23.05,23.224,22.184,21.837,19.483,21.094,21.144,21.144,22.318,25.26,22.837,24.535,24.394,17.571,26.644,21.589,21.071,21.589,20.072,21.574,21.097,22.312,21.799,23.116,23.875,23.183,23.377,24.221,27.419,22.655,22.655,22.832,22.832,22.832,22.832,24.035,24.505,24.425,24.602,23.186,23.009,23.303,25.065,24.912,24.784,28.137,31.019,24.62,25.789,26.842,27.018,26.842,25.789,23.678,25.826,26.316,22.112,23.158,24.211,22.982,22.535,21.391,21.391,25.433,25.433,36.051,36.151,36.871,0,98.708,99.631,,99.262,72.472,74.354,32.854,31.772,29.038,30.989,35.306,35.102,35.306,35.42,35.306,35.51,35.51,35.714,35.714,35.51,35.778,35.778,35.778,35.778,35.42,36.009,35.599,35.599,34.056,34.056,34.056,24.297,24.297,23.515,24.956,26.223,24.678,24.678,23.81,25.573,24.437,0,26.316,26.195,0,25.13,25.13,25.13,0,25.13,25.13,25.303,0,23.358,25.745,26.343,24.783,24.783,24.783,24.61,24.61,0,20.889,21.701,21.728,0,0,25.245,24.957,26.195,23.892,25.781,28.07,23.316,24.022,20.433,21.348,21.071,24.627,23.661,23.143,23.143,20.861,21.905,22.569,0,3.797,21.49,23.143,24.952,23.489,23.661,22.957,22.957,22.957,23.858,23.588,23.316,23.316,24.709,22.798,24.773,23.834,23.834,23.834,23.834,23.834,24.007,23.834,24.007,23.834,25.561,25.216,25.537,22.798,23.661,22.971,22.917,24.221,21.199,23.333,23.864,21.905,19.883,25.652,24.18,26.891,20,20.982,24.785,24.365,24.869,30,23.462,28.846,27.778,20.863,24.653,22.973,26.008,26.244,24.789,23.876,25.935,26.241,25.726,25.486,23.024,23.196,24.435,26.804,23.49,21.121,22.774,26.667,22.47,26.109,28.718,23.208,26.361
